name,n_test,LR_MAE,LR_RMSE,LR_R2,RF_MAE,RF_RMSE,RF_R2
REG,249,0.6024798165106986,0.7944851491806824,0.9184849835588677,0.5953993894701138,0.7850019684269054,0.920419338511906
CSX,249,0.5913958338734345,0.8061099907205992,0.93443559979543,0.5980731163114005,0.8116641235334116,0.9335290041520272
AKAM,249,0.598247871247157,1.1651265490379277,0.9727892369081409,0.5982343100502711,1.16579346044426,0.9727580774397367
TEL,249,0.6020139596661779,0.8117826456823636,0.9916180630973395,0.6093687375331184,0.8150287666786585,0.9915508944231685
WMT,249,0.6026580142662422,1.0284919032042814,0.9907209000545163,0.6095748802071277,1.0340260918263169,0.9906207719944669
DPS,249,0.6182493808449466,1.586135743207956,0.9222722953268534,0.6149339585814855,1.5895698233398639,0.9219353605848086
HOG,249,0.6141431382941213,0.8552061457661234,0.9650718212916465,0.6150897872499089,0.8558577516782699,0.9650185754669294
LLY,249,0.6089243614111559,0.8661024047509077,0.8828207494145707,0.6162341670350119,0.8699907585901028,0.8817662386124245
ETN,249,0.6145680157111219,0.8562259772288289,0.9395022192558524,0.6180537909890002,0.8617236944725295,0.9387228280874653
TJX,249,0.6148543090809248,0.8308285106241544,0.9416949516434685,0.6193792526668037,0.8328864174105486,0.9414057585013094
NWL,249,0.6219017838074854,1.5725844853827762,0.9691730141104143,0.6212676376078935,1.570601135058248,0.9692507233305819
LUV,249,0.6271634524091645,0.8517492057058608,0.9518369672525463,0.6248268548012993,0.8444688489994873,0.9526567989232471
DTE,249,0.6201593463098632,0.8044267423915252,0.9648247442077741,0.6277401207835835,0.810722693185412,0.964271982054875
CHRW,249,0.6335428177499253,0.9177580663329433,0.9876039301751481,0.6284942259776786,0.9169618079563614,0.9876254308144192
OMC,249,0.6399891094043585,0.9101790404521349,0.9741596120232913,0.6374413380067641,0.9072051543161995,0.974328196061401
AMAT,249,0.6406574879420669,0.8926425277315893,0.9810378176315929,0.6376429854967269,0.8916420946082794,0.9810802977155341
DGX,249,0.6363558818857243,1.0084135826852048,0.9711215647226376,0.6383594331287764,1.0131617002487225,0.9708489761363801
MU,249,0.6361397773765974,0.9101978912858754,0.984005381715979,0.6400331682246921,0.9112797495209203,0.9839673368174842
DISH,249,0.6396956613660896,0.9145978784246969,0.9810632285884637,0.6410256028092137,0.9152452912173759,0.9810364097043627
NCLH,249,0.6408331316321852,0.8649713354649116,0.9229492508945238,0.6453537142791828,0.8628325720468937,0.9233298174622732
ALLE,210,0.6468377906628311,0.9192113100384135,0.9124106371554831,0.6473018220954802,0.9248230250599722,0.9113379199165418
APC,249,0.6474689364513002,0.9208344649742292,0.9840388861446197,0.6476920114135774,0.9179746354930699,0.9841378728449452
ROST,249,0.6492131271705941,0.9836016558958013,0.9855532022307291,0.6514376721887456,0.9832292983653667,0.9855641382751846
AAL,249,0.6523209285365394,0.8925664637597281,0.9454472344618339,0.6528658422919632,0.8934895943573283,0.9453343344796187
ESRX,249,0.6538843278572712,0.9919778302572801,0.9720771909984194,0.6531376214568144,0.99018901369974,0.9721778056405257
V,249,0.651304989924653,0.9528446666903437,0.9916899331854018,0.6537442570396014,0.9524510750943502,0.9916967970469431
VLO,249,0.6545233257985844,0.855677366736442,0.9932074044935978,0.6563573952874857,0.862980670584096,0.9930909585118277
PCAR,249,0.6519864653404199,0.91493966743821,0.939137411470776,0.6568299824756513,0.9184846949989851,0.9386648610880406
PSX,249,0.6511387966025034,0.9050232304226874,0.98944215285192,0.6585915549992769,0.9113089385225919,0.9892949875586856
EMN,249,0.6512475144698378,0.8515049420413735,0.9805635898351498,0.6586068147180034,0.857750636707296,0.9802774163025343
TRIP,249,0.6653984233646383,1.1159912123728075,0.9283523447701646,0.6612427715201498,1.115377113490884,0.9284311744936238
MPC,248,0.6641415924180589,1.28011531535705,0.9613518680616363,0.6637518814740083,1.2851260897407868,0.9610487139870942
SLB,249,0.6729583560879797,0.8878454484599304,0.977163597150937,0.671920843980597,0.8863572035320747,0.9772400917170431
XLNX,249,0.6807099528101909,0.9992754517287411,0.9624905759173384,0.6721295366986336,0.994681092928089,0.9628346964265574
CTXS,249,0.6822503543288362,1.0301713106229786,0.9498055547401282,0.678737601703893,1.0299035651245667,0.9498316428094761
TAP,249,0.6781232092112047,0.9835724441872243,0.977091707224946,0.6804773274386242,0.9824248271898425,0.9771451341158175
AVY,249,0.67783685426405,0.9904501887400543,0.9943986592355278,0.6837604321054713,0.9984065784393539,0.9943083054672304
CBS,249,0.6900143482589951,0.8898923532713972,0.953735636888005,0.6882797320915742,0.8938091985891167,0.953327477068595
NUE,249,0.6838650372133303,0.9622895513379444,0.9387373392647607,0.6884476948155979,0.9695138486193698,0.9378140392347717
ECL,249,0.6763688369567258,0.9283036584904784,0.9465471200875116,0.6890314588501989,0.9406825776902664,0.945112027847246
MSI,249,0.6909107066624024,0.952278642261634,0.9615139581571045,0.689041862910097,0.9577425882515075,0.9610710438063946
WBA,249,0.6898039600124525,1.0025475105396442,0.9695520470449532,0.6897697466497383,1.005058780732778,0.9693993185176737
MAA,249,0.6810518638574528,0.9718300636125599,0.9496443104697515,0.690273812445086,0.9800412627446269,0.9487897837319974
DXC,40,0.6947320181018533,0.9596094905309119,0.8786905032364217,0.7014208378984499,0.9627630365537293,0.8778918790533667
LNC,249,0.7059643601306317,0.9787749255010322,0.9667684110480699,0.7029149693190428,0.9786596425590104,0.9667762388124055
CRM,249,0.7003539914010661,0.9640612556030241,0.988836084735096,0.7039525908981041,0.9672842276230996,0.9887613153556746
VRSN,249,0.7058078542168298,0.9503876085135416,0.992063113562327,0.7065396414173701,0.9515557003661467,0.9920435916122168
JWN,249,0.7093422282990055,1.0045851434964796,0.8850654695718186,0.7081193672281958,1.0048199586434023,0.8850117329164435
RMD,249,0.703939601703806,1.2794924117749318,0.9707031810365898,0.7081396845410357,1.2856696326470924,0.9704196158092605
GILD,249,0.7102472126601687,1.0472288217324803,0.9702784656404971,0.709280003810667,1.0478394258959092,0.9702437962673475
BHGE,28,0.733170401425112,0.9160508023474556,0.8377855970775372,0.7102055764936556,0.9099610534460515,0.8399351753919886
KSS,249,0.7087529582273808,0.9692355969984855,0.9842565822616074,0.7102360971452139,0.969012792429829,0.9842638195158716
TROW,249,0.7176226687529484,1.0373053513430364,0.9947584623130865,0.7150645533642296,1.0376224539429737,0.9947552571637492
DVA,249,0.7241779329732739,1.218024555537971,0.9628266094613778,0.7166974312977408,1.215697968224218,0.9629684859736874
SRE,249,0.7230157000088554,1.0036812445516026,0.9448472008278485,0.7176862655090772,0.9996965651102537,0.9452842518998353
JPM,249,0.7151302396172412,1.0028742605507373,0.9861371046798961,0.719273136976573,1.015970584438858,0.9857726753484831
RJF,249,0.7290642352064142,1.0201986602909583,0.9736120183465126,0.7212033919124875,1.018718887110678,0.9736885130721034
CAH,249,0.728386984355191,1.1504293192892614,0.9763542577485994,0.7247549671492206,1.1465038681158866,0.9765153486497486
HSY,249,0.7311619466653655,1.0442704931474858,0.8845475821796883,0.7257647718803216,1.0482392162790248,0.8836683667458418
IR,249,0.7292992161243438,1.03964511835352,0.933666374629438,0.729713794619462,1.0420351645898847,0.9333610345405527
HLT,53,0.7372657888289503,0.9504111548087051,0.9299834070891919,0.730979491710814,0.9427382434064973,0.9311093671740477
SRCL,249,0.7320120130808451,1.087822870157423,0.9719347714562714,0.7325539125522156,1.0875370017669617,0.971949520010943
SCG,249,0.7289891420886256,1.149729753083333,0.9885382208083466,0.735358113650243,1.1556496374105045,0.9884198850156981
ATVI,249,0.7386404016336686,1.0209391357141304,0.977895326630997,0.7372929796631028,1.0198486982452832,0.9779425202215771
VNO,249,0.7447860035068045,1.5161140991406505,0.9847789748065076,0.7384565782634435,1.5066236995241824,0.9849689360957634
KMX,249,0.7356542084682224,1.0170357540451753,0.962374259721313,0.7399402281283872,1.0197864250964668,0.9621704596255002
CVS,249,0.7342286824971066,1.0895224214172432,0.9071447034308425,0.740160498862439,1.0944721732449012,0.906299094967268
DOV,249,0.7397150813746677,1.0561999423176034,0.9841249485412488,0.7429416132228414,1.0609103083734068,0.9839830359283116
EXR,249,0.7404728163105834,0.9793236290919568,0.941964400707922,0.7489304493568191,0.9855143717717585,0.9412283436038008
CCI,249,0.7503862273866896,1.0376412362991896,0.9746377581113498,0.7492461747118249,1.0359348521615785,0.974721105112184
TGT,249,0.7498705199282142,1.183250335320325,0.9641851918876574,0.7497294205947836,1.1815478651982685,0.964288179014281
HES,249,0.7468782942471078,0.9556530481908392,0.9351388406125175,0.7500454093049409,0.9585604393461139,0.9347435850000336
FISV,249,0.7270773058751681,1.0738384984635387,0.9732354500488789,0.7535765586249289,1.1090163067740348,0.9714531712850782
MAC,249,0.7496168889505914,1.0136980539902052,0.945388673977863,0.7538959412168159,1.0186962378123792,0.9448488083381947
APA,249,0.7493337549475297,1.0205477076306142,0.9459421140376376,0.754966122448255,1.0224308163102074,0.9457424353925458
UTX,249,0.739447745883768,1.1402855439562924,0.968998199159224,0.7554502242273929,1.158272034294323,0.9680124611548213
EL,249,0.7435863341789195,1.25203579903789,0.9942315786353727,0.7562184983173657,1.2605001217502707,0.994153320773931
STT,249,0.75480238519049,1.0304293843224557,0.9851536515632209,0.7570490716999712,1.0371115930338484,0.9849604737073461
CBOE,249,0.7430105210702886,1.2706947291472774,0.9947404822318159,0.7624550778430674,1.2991585497977352,0.9945022146304817
IQV,237,0.7677488343658142,1.038285557772886,0.9854697830395169,0.7631580100856848,1.0364438110814296,0.985521285719179
CMA,249,0.7645434367216212,1.0366555645364075,0.982084213121051,0.7652153798183254,1.0370680014729874,0.9820699545719141
NTRS,249,0.7631289398468745,1.1234676508040946,0.9598988021903678,0.7683793310358215,1.1333283897817263,0.9591917719728004
DRI,249,0.7728248467366795,1.142749161258096,0.9676829264675056,0.7715778217157914,1.1451696776650944,0.9675458765277044
ARE,249,0.7823829868069215,1.0937045729818469,0.9587465639566634,0.7744930224160037,1.085100439243511,0.9593930893529845
DIS,249,0.7689681603741683,1.110705585061491,0.9509199443656274,0.7759945764110925,1.1125708176122038,0.9507549634994641
HON,249,0.7684148882494231,1.0889845074960396,0.9893986717699882,0.7760399454924974,1.0967004107689817,0.9892479100065643
PPG,249,0.7744501696464474,1.1707291512255624,0.9520185467527981,0.7768272613943348,1.1688150289058703,0.9521753162158905
MKC,249,0.7772720846367335,1.1593010424130827,0.8503291078079305,0.7781666656555997,1.168786087844758,0.8478699661873195
HSIC,249,0.7728326741034405,1.1577144351952935,0.9764201896157125,0.7794728449951319,1.1605133281545643,0.9763060385937604
TXN,249,0.7815823188384593,1.2629523242892886,0.9868048084084782,0.7797607471289466,1.2599172891268158,0.9868681516552847
JNJ,249,0.7734418245894228,1.1778125924821066,0.9714592700635165,0.7865798038846966,1.1940399650211173,0.9706674097372533
TSCO,249,0.7981391579971476,1.1164441957069648,0.980243858119629,0.7945754252832933,1.1125713708015754,0.9803806842548086
ABBV,249,0.8027622934472497,1.5024480111712688,0.9900859072675894,0.8015293314722962,1.5056897787617822,0.990043078687912
BBY,249,0.804534229314938,1.3028395168383218,0.9722329659276439,0.8023493410692497,1.300063426241503,0.9723511718557067
PYPL,128,0.8005614160838372,1.2870659106803402,0.9708295911693894,0.8039068057431714,1.2904112707138362,0.9706777538129837
GPC,249,0.7987808963766181,1.1545581601330248,0.959815138954768,0.8056852069220932,1.1619075717112577,0.9593019121981432
GPN,249,0.7985562333175349,1.0980533390203993,0.9851709929324594,0.8166254135518946,1.1153899448652234,0.9846990411049722
ADI,249,0.8195781767763403,1.1509939137401768,0.9484622288438458,0.8178250108157703,1.1490543803584583,0.9486357745177505
VAR,249,0.8117716711912031,1.3731277861311935,0.9790286407011122,0.8200964596788746,1.3750266644730622,0.9789705986236785
AIZ,249,0.8202875562841967,1.2291087155591136,0.901151456135911,0.8277365984248125,1.2327146700270148,0.9005706023677417
PM,249,0.8274684612535087,1.1121783347933305,0.9623423395318942,0.8279985406671339,1.113640978668352,0.962243225994355
LOW,249,0.8169962544938685,1.2074241896935813,0.9735972074440906,0.8290155949791165,1.210986080524778,0.9734412016595168
DG,249,0.8287415965986166,1.1365848564764767,0.9852826499885539,0.8313149555657297,1.1408682710740936,0.9851715112539532
FMC,249,0.8315372529683996,1.2407952332404921,0.988449095548707,0.8322309878282005,1.2435778345429354,0.9883972294532177
FL,249,0.8436122510439932,1.6213765859715277,0.9890990098731884,0.8329752518063531,1.617087581432115,0.989156606062958
UPS,249,0.8358725213688015,1.2135273600707068,0.9715791800224394,0.8369251768987326,1.2124851727083084,0.9716279751324806
TRV,249,0.822008661129446,1.2131138122814669,0.9680751038413813,0.840419140725581,1.2241240131562794,0.9674929744188171
AON,249,0.8163133097184668,1.1283257376252722,0.9873940617373146,0.847852661841892,1.148640721996426,0.9869360471475997
COF,249,0.848678752741838,1.1599473248374423,0.9756689206429866,0.8484927121452972,1.15904900928919,0.9757065922215244
SLG,249,0.8547897417213478,1.120439221786362,0.9408288787953417,0.8530568466623999,1.12451352767108,0.9403977629076123
HCA,249,0.8510509056464147,1.1767923990089724,0.950545050818873,0.8532798788821278,1.175489680278524,0.9506544842731938
CVX,249,0.8438850746455643,1.2524613768664619,0.9734427122127712,0.8549245698964708,1.2657267378959556,0.9728771735771631
ACN,249,0.8479189740997746,1.1669993034960306,0.991946581316982,0.8559093750412536,1.1659401948203798,0.9919611924227929
EQT,249,0.8652150670736067,1.3903591086508242,0.8368194366044777,0.8637963415228256,1.3872413368274443,0.8375504554218163
HP,249,0.8725446321154101,1.118569897309731,0.9807729433156223,0.8648510495809163,1.1163474792039307,0.9808492695418732
ADP,249,0.8749156898671754,1.3379934760475034,0.9618300841484254,0.8760572226945534,1.3353156681847507,0.9619827148172049
DLTR,249,0.8858113884625586,1.209077210083123,0.992239740871563,0.8831362710272844,1.1939455639423164,0.9924327652738187
MCHP,249,0.8842294731706313,1.305100924021479,0.9683066866547076,0.8839910069941376,1.3053508087426955,0.9682945489988298
LYB,249,0.883889389872747,1.3005253288170162,0.986283974782639,0.8912153818434981,1.301366073176891,0.9862662351846508
MCD,249,0.8836999750613111,1.3589372301059117,0.991931816621624,0.8950290719413294,1.3674961079381005,0.9918298662818311
COL,249,0.8781449989808686,2.049497163118178,0.983180876841174,0.8971624004292447,2.056384289721053,0.983067649012203
WYN,249,0.896131428283797,1.354380304532199,0.9847745312663422,0.8983884622923665,1.3498892041348962,0.9848753386045935
PRU,249,0.8831030460940835,1.2678826289314091,0.9455695493072903,0.9031256970969777,1.2959329387004763,0.9431344971444857
TIF,249,0.8920418115045945,1.2677507259648668,0.9481329559141116,0.9035341017911054,1.2767699868037,0.9473923269370871
LB,249,0.9048665632721081,1.4039765409268705,0.9461607691922085,0.9065522875989867,1.4046968180900208,0.9461055131182327
RHT,249,0.8925704199106562,1.385632631495398,0.9929803771568201,0.9074946565445129,1.4008807073150327,0.9928250334218016
MAR,249,0.9015660244749883,1.3113988360771007,0.9935499948532462,0.9148291212501525,1.3327133928834347,0.9933386232385799
HRS,249,0.894943162695109,1.332329270559331,0.9916074565754603,0.9173834652524283,1.3469985092753056,0.9914216316866596
PKG,249,0.9224570712734712,1.28229338250069,0.9852634392336858,0.9189301710412265,1.2899794523483794,0.9850862478109291
KMB,249,0.9191259106235364,1.2221294113721053,0.9675316192295726,0.9200472332042038,1.221749952450322,0.9675517783125007
NEE,249,0.9184637964805071,1.2555131558873498,0.9825844349498312,0.9256520402087077,1.2630488510297377,0.9823747481930882
MA,249,0.9167148888597078,1.3411895331222436,0.994091566375338,0.9271310358903888,1.3625514122897275,0.9939018535978735
ABC,249,0.9355465050901053,1.379746305119967,0.959838850362351,0.929503387708303,1.376841581371949,0.9600077716314319
CB,249,0.9339593415007581,1.307044128196139,0.9420735937086266,0.9419723370770805,1.3136530537630207,0.9414863156335284
KSU,249,0.9419461310710232,1.3156132970395322,0.9767330494431691,0.9421385358571949,1.319081850844123,0.9766102032322176
IT,249,0.9353205244841694,1.3115876832406004,0.9743605622059677,0.943086270361208,1.3195315960750174,0.9740490401175351
CME,249,0.9494747433748576,1.3421331185580225,0.9882936303885789,0.9463783919005535,1.3407921263338578,0.9883170115390804
HAS,249,0.9368030723741934,1.5559709932168124,0.9368149906340656,0.9468335593594498,1.5656821518252286,0.9360238262026359
JBHT,249,0.9398405090438329,1.2481235781890736,0.9862101229797786,0.9490256386395679,1.250291783589932,0.9861621705871514
APD,249,0.93867736109015,1.368737377423991,0.9810550277739648,0.9539452402518618,1.382708935336341,0.9806662874457029
ANDV,249,0.9607481988038981,1.2742091739681813,0.9880872905377595,0.9579969626176948,1.2741213667072147,0.9880889323189813
MCO,249,0.9374661122150707,1.3784866123399586,0.9922897184127706,0.9596645648793807,1.3891653865685867,0.9921697966454532
BXP,249,0.946839497326625,1.2994022594130226,0.9414428378396213,0.9617659159484155,1.3151560344614397,0.9400143526062067
UAL,249,0.9605640617128578,1.4518687806137078,0.9548874223335886,0.9647523042007938,1.4546900226774646,0.9547119282929896
EOG,249,0.9689765628111051,1.285195675180849,0.9732513651590928,0.9720930297957863,1.2952567915968343,0.9728309240733825
ITW,249,0.9877458231930923,1.440108901246646,0.9873905006256736,0.9850680055260511,1.4386323380700448,0.9874163447509632
ZBH,249,0.9869384390972881,1.4568399252878486,0.9185316004814247,0.9874632718737739,1.4518271156752638,0.9190912817017378
CLX,249,0.9802684137533032,1.4110103800618494,0.9270067250670523,0.9884397089632475,1.4253532122552934,0.9255152388257973
SYK,249,0.9817313506383192,1.523095796501137,0.9770448860137609,0.9910364803642809,1.5194598352257458,0.9771543529067305
UNP,249,0.9825906720260833,1.4546104976384346,0.9812897418283372,0.9973893758916559,1.4706912956553548,0.9808737693290305
SJM,249,0.9954055007893868,1.5987197564935545,0.9779386158487635,1.0041577985659016,1.6028762421541916,0.9778237526548177
PRGO,249,1.013010083911898,1.6235377711297836,0.9574678842341339,1.011034815412438,1.616731766832201,0.9578237330710078
INTU,249,0.9961462223753893,1.5826905548336274,0.9880273543498883,1.0161430818222383,1.5935548417951828,0.98786241913724
BHF,26,1.0198741105216131,1.280546417011708,0.7689357508214787,1.0167426755184295,1.2895556287521597,0.7656730348688798
DWDP,19,1.0336391441640154,1.5106440921005404,0.6069838466000552,1.022851938023166,1.4910905946170134,0.6170922564245254
PX,249,1.0183325790488642,1.4270984493840466,0.9886666151295903,1.0260005106834864,1.43293849167604,0.9885736672678053
IBM,249,1.0420904762986374,1.707223474755927,0.9765784387857978,1.0320141987896592,1.6960454070218867,0.976884140653867
PNC,249,1.0188073121623022,1.4410498805745675,0.9812830763275191,1.033186858610754,1.4568397883268807,0.9808706580717611
ALK,249,1.0299556697727459,1.4621151653689428,0.9803153251634547,1.034872141155557,1.4608325740891368,0.9803498454518378
CTAS,249,1.0136388845535698,1.5661690457773176,0.9887472290478755,1.0425423676127992,1.5861131309191572,0.9884588116777123
EW,249,1.039046677564947,1.6127769871106878,0.9716093342360305,1.0431444136735175,1.6142947111054902,0.9715558743096845
RL,249,1.0474548260345387,1.4858902606603281,0.9840227146570902,1.0451163757559914,1.4833910462061943,0.9840764159061631
DE,249,1.0268772426770898,1.5510106251366396,0.9923019210518903,1.0486907913864876,1.5681455494568144,0.9921308911188618
SWK,249,1.0303614307963427,1.4221926026807281,0.9902958300430211,1.0530968542128405,1.4449465654528568,0.989982827850162
BRK.B,249,1.0381406451974704,1.5961632193624824,0.9868783097051533,1.0542974968549175,1.598954201923155,0.9868323815362522
QRVO,154,1.0514339052528143,1.634249798052139,0.8474110677133325,1.058454295474182,1.643234349475994,0.845728691370708
WLTW,103,1.0742564293234862,1.4321975643488487,0.8667935752360285,1.0611333086079586,1.3984278658480518,0.8730012491804665
IFF,249,1.0519225819420093,1.4568895997210478,0.9747541968750085,1.076472514813418,1.4686264848938508,0.9743457916863617
CAT,249,1.0788912461552733,1.6118706210058062,0.9948541897801002,1.0779888585257684,1.6185486219056888,0.9948114631375146
AMT,249,1.0803505651731855,1.439491321391128,0.9809270406270397,1.086218376552842,1.4467636137445785,0.9807338411261735
CNC,249,1.0891542887175658,1.5161761514370167,0.985091782870107,1.0873898871044887,1.5142154495625972,0.9851303162145633
PVH,249,1.0855126559176433,1.518048676111786,0.9919986673809045,1.0908662380965395,1.5328738113958238,0.9918416235904693
DLR,249,1.0999762064431393,1.5531421825119656,0.9150252856168312,1.1055518135503068,1.556602527056624,0.9146462226438541
ANSS,249,1.0727855033116473,1.7090554926933779,0.9895213471305292,1.1078696398158008,1.745441305058879,0.9890704162321159
RTN,249,1.10994438857411,1.5907450907573055,0.9896440714279784,1.131761727116274,1.6086424796617518,0.9894097325254964
SPGI,249,1.1087378733123776,1.7337991599101057,0.9870999661502319,1.1384740679931744,1.7544161038164892,0.9867913484426519
AVB,249,1.1353345461101572,1.5883338285311144,0.9519670657271944,1.1407649711243915,1.5962911679402079,0.9514845830459371
FRT,249,1.1320337265868803,1.464515481983823,0.9211417055369656,1.14773956606904,1.4726597421537961,0.920262195215075
LH,249,1.162238145401689,1.7633912344824128,0.965952120521141,1.1613641767630738,1.76595969154454,0.965852863813324
HD,249,1.1622765367645864,1.6760964986408953,0.9893149252219189,1.1694651080033318,1.6766700224741806,0.9893076115696205
EA,249,1.1576729634604948,1.7830453679559781,0.9738640519248322,1.172014036884539,1.7951143807858267,0.9735090383608075
RCL,249,1.1755784170779748,1.6202868344646764,0.9778818738768806,1.1753937850521388,1.615493319273333,0.9780125504204844
UHS,249,1.1664110998505421,1.6317657551346303,0.9512103515582675,1.1808458288745443,1.6427197393431523,0.9505531066338454
KLAC,249,1.1984562655220918,1.7308795878409675,0.9318466817612309,1.1841355756791,1.7098521857261049,0.933492529786753
SIG,249,1.1978772108522366,2.136672785400009,0.8915670192248721,1.2004358420270247,2.14396772623908,0.8908253403811206
WDC,249,1.218047411424147,1.6311297740376478,0.8932331029707526,1.224284470605485,1.6449025833425641,0.8914224704872633
AET,249,1.2087990267540343,1.9353273324033575,0.9893535265476677,1.2334309186650179,1.9262515449674662,0.9894531464567782
ADSK,249,1.2287184627574432,2.135844442468647,0.9704268308457368,1.242028175575569,2.1331538303803583,0.9705012930172894
SBAC,249,1.2217804963836223,1.7706084417469004,0.989791044709599,1.2423685113610554,1.7797505734016936,0.9896853493346824
SWKS,249,1.236009928571606,1.7646129660932146,0.8607867000912537,1.2459683338475955,1.7726136749366024,0.8595214594037639
FFIV,249,1.2359892270266097,1.8599103710421707,0.9606917144524459,1.25656104597637,1.8733588298350827,0.9601212062483843
EFX,249,1.2370702162641,2.94100139996019,0.9498029915885103,1.2572207084636775,2.9362482094216156,0.9499651153728339
NSC,249,1.2777959019878424,2.1458217559882953,0.9649114704505709,1.272621188953956,2.1349179540818426,0.9652671629069149
CELG,249,1.3237359930750234,2.24711478334401,0.972766556264986,1.3248960771516982,2.2336754062130706,0.9730913336633399
AAPL,249,1.3064758967460743,1.889957982052958,0.9755448264272646,1.3324262488282785,1.9077043142389813,0.9750834117540242
AMP,249,1.3495521634240533,1.8778277644619512,0.9876893299781392,1.346370520499126,1.8676648419474078,0.9878222216413978
MMM,249,1.2895504930110115,2.0998414041068836,0.9873742475097185,1.3510765623461962,2.15520177178067,0.9866997393328788
CMI,249,1.320808767114649,1.8892581711546304,0.9698950868525615,1.356710845157724,1.9348223980137969,0.9684254643288647
STZ,249,1.3285709343776209,1.9629935514662027,0.9913916065988431,1.3836814316911563,2.0367956761448025,0.9907321437546617
PH,249,1.3905587275747333,1.9201057329556808,0.9865295122346224,1.3847358158472935,1.9140291557814082,0.9866146376881646
FB,249,1.3945759226899173,2.0448557431491152,0.9840136243153327,1.385413337567159,2.031899560160366,0.9842155615392794
MTB,249,1.3875268485717747,1.9263394903221451,0.9574896564582842,1.388926202255782,1.9070124979314116,0.9583383911101466
TMO,249,1.3575697072131112,2.053911005976985,0.9847677760615909,1.3905518685517735,2.107047903595224,0.9839694327458517
WAT,249,1.3773433285888406,1.9817501455275985,0.985340024836898,1.3944003205909192,2.0019109194389157,0.9850402294006501
XEC,249,1.3865052400459807,1.822402860949773,0.9728486163648052,1.3953202175549728,1.8304894603920336,0.9726071225616507
LLL,249,1.374006423610782,1.8596811672218931,0.98168817093832,1.3960848025718344,1.885280599838659,0.9811805582519364
ALB,249,1.3964987833229214,1.9913150683520353,0.9778754846502378,1.4000030022360812,2.002789393008054,0.9776197789798995
COST,249,1.3890795631056423,2.1610024257091744,0.9683926709486909,1.4012733230359182,2.1616102168561118,0.9683748890562817
ADBE,249,1.4015611552323803,2.307765935172046,0.9894294238366996,1.4152121783073566,2.316603045548898,0.9893483131829853
AMGN,249,1.3972774040469227,2.0584573776249546,0.9494385872608371,1.4219702721135943,2.0917400721102712,0.9477903387961798
SNA,249,1.4242464090602809,1.946923312438755,0.9634911006659651,1.445436855373207,1.9526351675031028,0.9632765678833498
UNH,249,1.4397699444663938,2.139439398453947,0.9905853871260807,1.4560835461482309,2.173847076826497,0.9902801297535037
ROK,249,1.4452767157289983,2.165872445542462,0.9841671471726915,1.474080006606475,2.1994460891736973,0.9836724859824438
APTV,6,1.4678957060031905,1.6974493719300865,-0.1697419519325476,1.4755407892548387,1.7209747911675688,-0.20239018839407974
GD,249,1.4316105536831474,2.0490882084830253,0.9345892951245166,1.4783976451691023,2.0833525915850495,0.932383439526869
CI,249,1.4678552847611017,2.1339383549315283,0.9899751161394189,1.4930668481943377,2.1852678244330965,0.9894870414093697
BDX,249,1.467057656786822,2.2701791514709155,0.9814266235285585,1.4933764284193953,2.2790351364283263,0.9812814311351156
EXPE,249,1.4940616527806296,2.3605714843194074,0.96076285974535,1.4965845392490789,2.350397733319376,0.9611003446907291
VMC,249,1.5105906364302,1.891281683770987,0.8940639867029256,1.4995269376208433,1.896003848657366,0.8935343227856579
CXO,249,1.5203512081025043,2.08060331913709,0.9716952802351991,1.5231569034849706,2.089886493062741,0.9714421384506313
ROP,249,1.496830716134096,2.266022077845768,0.9883738196741202,1.5495698600391399,2.290142944352306,0.9881249905953212
AMG,249,1.517429233947009,2.19079569232261,0.9817975837703697,1.5526411390029027,2.2316873850032666,0.981111737861517
IDXX,249,1.5571098122981413,2.2412166022993376,0.9395000901667883,1.577526715893254,2.257803630547735,0.9386012683692219
SPG,249,1.6353756546070901,2.100280388417195,0.909672910575877,1.6366947907421856,2.1207727021904765,0.9079016792939355
WHR,249,1.6337937357676502,2.53018820351838,0.9248585468328443,1.6568363300959235,2.533421233801374,0.9246663952750674
ANTM,249,1.6941605422058958,2.5160934237286683,0.9890949686943635,1.6995120327963378,2.5186585822711565,0.989072721989803
AAP,249,1.7208843127524085,2.7701825854328903,0.9867137589502922,1.720094496884822,2.7697669362494786,0.9867177456917939
PSA,249,1.7123129769134795,2.35953373402848,0.9337588326956541,1.722150241313966,2.3591268671299805,0.9337816753566632
MCK,249,1.727131462526071,2.424799671692529,0.9366060053477944,1.7370936609718193,2.4386940241129196,0.9358774155976232
MHK,249,1.674396405674077,2.2613141207797733,0.9833143789060858,1.7411117469419242,2.3299416375730786,0.9822862433975644
FDX,249,1.7291433013707442,2.386879964741873,0.9890934063636312,1.7685385020544684,2.416243261156909,0.9888234108721538
ALXN,249,1.7481491458865543,2.353631120722858,0.9579850516876319,1.7748801077304606,2.371675074329367,0.9573383727810985
URI,249,1.7963077678479618,2.3424658110058525,0.9896501757176135,1.7806353488032414,2.3361355609146224,0.9897060386033598
ESS,249,1.7357060211498934,2.3240965229990165,0.9705196502069685,1.791313217017871,2.4193665225203445,0.9680531793128362
VRTX,249,1.875408846654211,3.128722015945131,0.98155143724042,1.8925982320877863,3.142050356135677,0.9813939208732949
WYNN,249,1.8836059574041342,3.08935508524231,0.9790211386765081,1.9067949705214893,3.168399599245051,0.9779338708843004
