Model,MAE,RMSE,R2,FitTimeSec
LinearRegression,0.9107463957767536,2.239035084927097,0.999692158776444,0.08037709999916842
RandomForest,1.4288056563218632,12.243559480828237,0.9907950725555934,78.18890819999797
